# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/07-Peve-lncRNA-matrix/Peve-lncRNAs.gtf" "-o" "../output/07-Peve-lncRNA-matrix/Peve-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../output/06-Peve-Hisat/RNA-POR-71.sorted.bam" "../output/06-Peve-Hisat/RNA-POR-73.sorted.bam" "../output/06-Peve-Hisat/RNA-POR-76.sorted.bam" "../output/06-Peve-Hisat/RNA-POR-79.sorted.bam" "../output/06-Peve-Hisat/RNA-POR-82.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../output/06-Peve-Hisat/RNA-POR-71.sorted.bam	../output/06-Peve-Hisat/RNA-POR-73.sorted.bam	../output/06-Peve-Hisat/RNA-POR-76.sorted.bam	../output/06-Peve-Hisat/RNA-POR-79.sorted.bam	../output/06-Peve-Hisat/RNA-POR-82.sorted.bam
lncRNA_317	Porites_evermani_scaffold_112;Porites_evermani_scaffold_1123	461563;1396	461819;6427	+;+	5289	0	0	38	0	0
lncRNA_318	Porites_evermani_scaffold_112;Porites_evermani_scaffold_1123	484921;1396	485415;6427	+;+	5527	67	25	58	35	45
lncRNA_319	Porites_evermani_scaffold_112;Porites_evermani_scaffold_1123	486546;1396	487163;6427	+;+	5650	140	59	169	38	77
lncRNA_321	Porites_evermani_scaffold_1123;Porites_evermani_scaffold_1125	11567;38225	11861;39322	+;+	1393	22	26	66	58	33
lncRNA_322	Porites_evermani_scaffold_1126	146951	151113	+	4163	319	312	401	181	535
lncRNA_323	Porites_evermani_scaffold_1127	117183	117519	+	337	25	2	76	18	25
lncRNA_324	Porites_evermani_scaffold_1127	117996	118628	+	633	50	13	121	0	49
lncRNA_325	Porites_evermani_scaffold_1129	2	4653	+	4652	161	80	232	64	399
lncRNA_326	Porites_evermani_scaffold_1129	121123	123281	+	2159	182	18	2	7	357
lncRNA_327	Porites_evermani_scaffold_113	3533	3872	+	340	13	8	13	12	140
lncRNA_328	Porites_evermani_scaffold_1131	52154	54518	+	2365	0	6	0	0	6
lncRNA_329	Porites_evermani_scaffold_1131	114471	114765	+	295	1	0	0	32	35
lncRNA_331	Porites_evermani_scaffold_1131;Porites_evermani_scaffold_1132	118681;77682	119648;87254	+;+	10541	2	5	22	14	310
lncRNA_332	Porites_evermani_scaffold_1132	77682	87254	+	9573	0	0	0	0	0
lncRNA_333	Porites_evermani_scaffold_1132	89453	92127	+	2675	45	32	109	27	35
lncRNA_334	Porites_evermani_scaffold_1132	98193	111915	+	13723	22	4	181	101	83
lncRNA_335	Porites_evermani_scaffold_1132	112116	113141	+	1026	0	0	0	0	0
lncRNA_337	Porites_evermani_scaffold_1132	55471	55835	+	365	1	0	19	0	2
lncRNA_338	Porites_evermani_scaffold_1132	73668	73971	+	304	0	0	28	5	0
lncRNA_339	Porites_evermani_scaffold_1132	126142	126942	+	801	9	15	152	63	29
lncRNA_341	Porites_evermani_scaffold_1133;Porites_evermani_scaffold_1133	37342;81727	39121;84515	+;+	4569	1562	379	2388	838	1788
lncRNA_342	Porites_evermani_scaffold_1133	142916	147911	+	4996	9	2	39	20	12
lncRNA_343	Porites_evermani_scaffold_1133	35164	39121	+	3958	0	0	0	0	0
lncRNA_344	Porites_evermani_scaffold_1133	35164	39121	+	3958	0	0	0	0	0
lncRNA_345	Porites_evermani_scaffold_1135	141745	142119	+	375	1	0	28	1	0
lncRNA_346	Porites_evermani_scaffold_1137	124529	127186	+	2658	42	77	0	0	0
lncRNA_347	Porites_evermani_scaffold_1137	39965	41278	+	1314	14	5	60	5	9
lncRNA_348	Porites_evermani_scaffold_1138	23547	27313	+	3767	16	2	163	6	84
lncRNA_349	Porites_evermani_scaffold_1138	22755	23292	+	538	20	10	108	25	124
lncRNA_351	Porites_evermani_scaffold_1138;Porites_evermani_scaffold_1138	62259;116217	62562;116442	+;+	530	0	0	36	3	0
lncRNA_352	Porites_evermani_scaffold_1139	134851	135613	+	763	4	26	30	4	81
lncRNA_353	Porites_evermani_scaffold_114	381354	381865	+	512	0	0	57	0	9
lncRNA_354	Porites_evermani_scaffold_114	2331	2559	+	229	0	0	24	0	0
lncRNA_355	Porites_evermani_scaffold_114	91913	92185	+	273	28	9	68	0	22
lncRNA_356	Porites_evermani_scaffold_114	92589	92831	+	243	10	9	28	19	33
lncRNA_357	Porites_evermani_scaffold_114	266119	266332	+	214	6	0	32	0	0
lncRNA_358	Porites_evermani_scaffold_114	271352	271637	+	286	2	2	26	9	4
lncRNA_359	Porites_evermani_scaffold_114	322419	322636	+	218	0	0	34	8	1
lncRNA_361	Porites_evermani_scaffold_1141;Porites_evermani_scaffold_1141	122885;122885	129186;129186	+;+	6302	0	0	0	0	0
lncRNA_362	Porites_evermani_scaffold_1141	122937	129186	+	6250	0	0	0	0	0
lncRNA_363	Porites_evermani_scaffold_1141	122937	129186	+	6250	0	0	0	0	0
lncRNA_364	Porites_evermani_scaffold_1141	122937	129186	+	6250	0	0	0	0	0
lncRNA_365	Porites_evermani_scaffold_1141	122941	129186	+	6246	0	0	0	0	0
lncRNA_366	Porites_evermani_scaffold_1141	122941	129186	+	6246	0	0	0	0	0
lncRNA_367	Porites_evermani_scaffold_1141	122941	129186	+	6246	0	0	0	0	0
lncRNA_368	Porites_evermani_scaffold_1141	14421	14743	+	323	0	2	0	8	4
lncRNA_369	Porites_evermani_scaffold_1141	21273	21481	+	209	3	0	0	0	0
lncRNA_371	Porites_evermani_scaffold_1141;Porites_evermani_scaffold_1141	22633;28872	23721;29182	+;+	1400	145	47	232	73	81
lncRNA_372	Porites_evermani_scaffold_1141	66291	66531	+	241	15	10	52	0	30
lncRNA_373	Porites_evermani_scaffold_1141	74463	74726	+	264	0	0	26	0	0
lncRNA_374	Porites_evermani_scaffold_1141	135156	135818	+	663	253	19	27	18	303
lncRNA_375	Porites_evermani_scaffold_1142	11331	11785	+	455	0	0	0	0	0
lncRNA_376	Porites_evermani_scaffold_1143	116111	117552	+	1442	4	2	10	6	0
lncRNA_377	Porites_evermani_scaffold_1143	148655	149126	+	472	64	8	12	12	74
lncRNA_378	Porites_evermani_scaffold_1145	136113	136317	+	205	4	0	36	0	31
lncRNA_379	Porites_evermani_scaffold_1146	72613	74159	+	1547	178	150	11	6	67
lncRNA_381	Porites_evermani_scaffold_1147;Porites_evermani_scaffold_1148	133461;11488	149725;15678	+;+	20456	1064	534	2282	561	1026
lncRNA_382	Porites_evermani_scaffold_1148	12662	16532	+	3871	0	0	0	0	0
lncRNA_383	Porites_evermani_scaffold_1148	142276	142813	+	538	2	0	35	7	4
lncRNA_384	Porites_evermani_scaffold_1148	11512	16221	+	4710	0	0	0	0	0
lncRNA_385	Porites_evermani_scaffold_1148	11922	19659	+	7738	0	0	0	0	0
lncRNA_386	Porites_evermani_scaffold_1148	16491	19659	+	3169	0	0	0	0	0
lncRNA_387	Porites_evermani_scaffold_1148	21915	27766	+	5852	2179	922	1195	953	3404
lncRNA_388	Porites_evermani_scaffold_1148	126129	126245	+	117	1	0	30	0	0
lncRNA_389	Porites_evermani_scaffold_1148	126867	128571	+	1705	556	242	521	585	684
lncRNA_391	Porites_evermani_scaffold_1149;Porites_evermani_scaffold_1149	48117;124321	48392;124582	+;+	538	62	44	82	101	121
lncRNA_392	Porites_evermani_scaffold_1149	118431	118691	+	261	0	0	0	0	0
lncRNA_393	Porites_evermani_scaffold_1149	119189	119794	+	606	0	0	0	0	0
lncRNA_394	Porites_evermani_scaffold_1149	111181	111914	+	734	27	27	17	34	38
lncRNA_395	Porites_evermani_scaffold_1149	112412	112882	+	471	44	6	70	21	18
lncRNA_396	Porites_evermani_scaffold_1149	113639	113945	+	307	34	1	94	7	11
lncRNA_397	Porites_evermani_scaffold_115	325174	328917	+	3744	6	0	7	0	0
lncRNA_398	Porites_evermani_scaffold_115	64561	68718	+	4158	3	0	36	0	0
lncRNA_399	Porites_evermani_scaffold_115	325116	328484	+	3369	0	0	17	0	0
lncRNA_411	Porites_evermani_scaffold_115;Porites_evermani_scaffold_115;Porites_evermani_scaffold_1156;Porites_evermani_scaffold_1156	49311;115917;48867;48867	49521;116246;51512;55231	+;+;+;+	6906	545	98	1507	414	457
lncRNA_412	Porites_evermani_scaffold_1151;Porites_evermani_scaffold_1157	129583;118121	134321;127746	+;+	14365	886	78	783	277	737
lncRNA_413	Porites_evermani_scaffold_1151;Porites_evermani_scaffold_1157	136485;64536	136691;67774	+;+	3446	1766	752	479	637	1699
lncRNA_414	Porites_evermani_scaffold_1151;Porites_evermani_scaffold_1158	84152;52677	84321;59316	+;+	6810	198	74	218	83	167
lncRNA_415	Porites_evermani_scaffold_1155	117117	118771	+	1655	17	7	0	1	45
lncRNA_416	Porites_evermani_scaffold_1155;Porites_evermani_scaffold_116	116193;68213	116791;68448	+;+	835	1	0	26	0	5
lncRNA_418	Porites_evermani_scaffold_1155;Porites_evermani_scaffold_116	111496;88659	111783;88911	+;+	541	4	0	32	0	2
lncRNA_419	Porites_evermani_scaffold_1155;Porites_evermani_scaffold_116	113262;313441	113574;313765	+;+	638	9	7	143	12	10
lncRNA_417	Porites_evermani_scaffold_116	87436	87683	+	248	0	0	29	0	2
lncRNA_421	Porites_evermani_scaffold_116;Porites_evermani_scaffold_1161	329142;91317	329353;92351	+;+	1247	50	16	85	84	50
lncRNA_422	Porites_evermani_scaffold_1161	17628	17913	+	286	0	0	0	0	0
lncRNA_423	Porites_evermani_scaffold_1161	27212	27621	+	410	0	0	0	0	0
lncRNA_424	Porites_evermani_scaffold_1161	126171	131418	+	5248	711	255	243	317	383
lncRNA_425	Porites_evermani_scaffold_1161	89542	89752	+	211	0	0	37	8	6
lncRNA_426	Porites_evermani_scaffold_1164	94186	97189	+	3004	0	0	0	0	0
lncRNA_427	Porites_evermani_scaffold_1164	94186	97855	+	3670	0	0	0	0	0
lncRNA_428	Porites_evermani_scaffold_1164	94186	97855	+	3670	0	0	0	0	0
lncRNA_429	Porites_evermani_scaffold_1164	95278	97189	+	1912	0	0	0	0	0
lncRNA_431	Porites_evermani_scaffold_1164;Porites_evermani_scaffold_1164	95278;95278	97855;97855	+;+	2578	0	0	0	0	0
lncRNA_432	Porites_evermani_scaffold_1164	87189	95179	+	7991	189	24	66	178	16
lncRNA_434	Porites_evermani_scaffold_1165	24938	25224	+	287	0	0	32	4	3
lncRNA_435	Porites_evermani_scaffold_1165	27815	28128	+	314	2	9	20	2	27
lncRNA_436	Porites_evermani_scaffold_1165	28418	28639	+	222	12	31	37	0	32
lncRNA_437	Porites_evermani_scaffold_1167	131455	137411	+	5957	34	0	196	6	1
lncRNA_438	Porites_evermani_scaffold_1167	35194	35412	+	219	0	0	24	0	0
lncRNA_439	Porites_evermani_scaffold_1167	145771	146133	+	363	0	2	122	0	0
lncRNA_441	Porites_evermani_scaffold_117;Porites_evermani_scaffold_1168	121731;34211	122115;34855	+;+	1030	20	14	89	3	30
lncRNA_442	Porites_evermani_scaffold_117	114174	114365	+	192	0	0	0	0	0
lncRNA_443	Porites_evermani_scaffold_1171	58145	64261	+	6117	0	0	0	0	0
lncRNA_444	Porites_evermani_scaffold_1171	134541	135381	+	841	0	0	0	0	0
lncRNA_445	Porites_evermani_scaffold_1171	78113	79698	+	1586	134	0	0	344	366
lncRNA_446	Porites_evermani_scaffold_1172	81467	82336	+	870	8	8	116	0	2
lncRNA_447	Porites_evermani_scaffold_1172	77611	78213	+	603	1	0	49	3	0
lncRNA_448	Porites_evermani_scaffold_1172	114745	115352	+	608	0	0	0	0	0
lncRNA_449	Porites_evermani_scaffold_1172	116662	116882	+	221	0	0	0	0	0
lncRNA_451	Porites_evermani_scaffold_1173;Porites_evermani_scaffold_1173	28771;147237	29145;147662	+;+	801	49	14	113	34	122
lncRNA_452	Porites_evermani_scaffold_1174	58711	58964	+	254	4	0	26	13	11
lncRNA_453	Porites_evermani_scaffold_1174	61172	61326	+	155	11	8	0	18	12
lncRNA_454	Porites_evermani_scaffold_1174	61791	61998	+	208	0	12	0	0	0
lncRNA_455	Porites_evermani_scaffold_1174	64143	64444	+	302	0	0	36	0	0
lncRNA_456	Porites_evermani_scaffold_1174	119376	119791	+	416	0	0	0	0	0
lncRNA_457	Porites_evermani_scaffold_1175	3697	7445	+	3749	4	0	91	2	2
lncRNA_458	Porites_evermani_scaffold_1175	126131	126876	+	746	230	154	298	203	322
lncRNA_459	Porites_evermani_scaffold_1176	6714	7459	+	746	2	168	2	279	243
lncRNA_461	Porites_evermani_scaffold_1177;Porites_evermani_scaffold_1177	47237;142596	47837;147416	+;+	5422	257	151	535	425	574
lncRNA_462	Porites_evermani_scaffold_1177	48616	48893	+	278	29	0	0	1	15
lncRNA_463	Porites_evermani_scaffold_1179	128574	128817	+	244	0	0	0	0	0
lncRNA_464	Porites_evermani_scaffold_118	132774	138614	+	5841	21	16	59	18	96
lncRNA_465	Porites_evermani_scaffold_118	414348	419193	+	4846	3	3	22	2	48
lncRNA_466	Porites_evermani_scaffold_118	435517	442621	+	7105	100	27	94	45	84
lncRNA_467	Porites_evermani_scaffold_118	261269	261613	+	345	5	2	41	0	15
lncRNA_468	Porites_evermani_scaffold_118	23216	23443	+	228	0	0	26	0	0
lncRNA_469	Porites_evermani_scaffold_118	188849	189112	+	264	0	0	27	0	0
lncRNA_471	Porites_evermani_scaffold_118;Porites_evermani_scaffold_1181	474365;27	474617;9916	+;+	10143	2	0	35	0	0
lncRNA_472	Porites_evermani_scaffold_1181	29	9916	+	9888	0	0	0	0	0
lncRNA_473	Porites_evermani_scaffold_1181	61615	63489	+	1875	4	0	0	0	0
lncRNA_474	Porites_evermani_scaffold_1181	99472	113161	+	13690	5	11	35	9	10
lncRNA_475	Porites_evermani_scaffold_1181	1973	9889	+	7917	0	0	0	0	0
lncRNA_476	Porites_evermani_scaffold_1181	113518	113724	+	207	0	0	0	0	0
lncRNA_477	Porites_evermani_scaffold_1181	121322	121912	+	591	35	42	58	22	81
lncRNA_478	Porites_evermani_scaffold_1183	96917	97324	+	408	0	0	57	47	0
lncRNA_479	Porites_evermani_scaffold_1183	58841	59122	+	282	0	0	37	10	0
lncRNA_481	Porites_evermani_scaffold_1184;Porites_evermani_scaffold_1184	33335;42471	37451;42845	+;+	4492	2	0	87	1	0
lncRNA_482	Porites_evermani_scaffold_1186	69822	71111	+	1290	0	80	0	0	948
lncRNA_483	Porites_evermani_scaffold_1187	91117	91343	+	227	1	3	0	6	18
lncRNA_484	Porites_evermani_scaffold_119	4269	17173	+	12905	321	6	201	60	1
lncRNA_485	Porites_evermani_scaffold_119	59485	62168	+	2684	675	17	831	188	589
lncRNA_486	Porites_evermani_scaffold_119	14344	16169	+	1826	0	0	0	0	0
lncRNA_487	Porites_evermani_scaffold_1191	134129	134327	+	199	3	4	0	0	0
lncRNA_488	Porites_evermani_scaffold_1192	996	7259	+	6264	467	230	571	579	610
lncRNA_489	Porites_evermani_scaffold_1192	89345	89682	+	338	48	55	41	0	0
lncRNA_491	Porites_evermani_scaffold_1193;Porites_evermani_scaffold_1194	117817;131119	118981;144583	+;+	14630	112	42	57	30	65
lncRNA_492	Porites_evermani_scaffold_1195	73411	73611	+	201	8	0	30	0	0
lncRNA_493	Porites_evermani_scaffold_1195	112887	113151	+	265	0	0	24	0	0
lncRNA_494	Porites_evermani_scaffold_1196	62659	62969	+	311	4	1	36	4	3
lncRNA_495	Porites_evermani_scaffold_1196	91929	92259	+	331	0	11	46	0	3
lncRNA_496	Porites_evermani_scaffold_1196	113961	114621	+	661	21	0	0	0	0
lncRNA_498	Porites_evermani_scaffold_1196	111818	112113	+	296	3	0	46	1	31
lncRNA_499	Porites_evermani_scaffold_1198	7162	11477	+	4316	202	67	206	141	262
lncRNA_511	Porites_evermani_scaffold_12;Porites_evermani_scaffold_12;Porites_evermani_scaffold_1212;Porites_evermani_scaffold_1212	22541;512119;1758;4152	23151;512381;3551;8451	+;+;+;+	6968	19	1	152	17	0
lncRNA_512	Porites_evermani_scaffold_12;Porites_evermani_scaffold_1214	575617;25864	576131;29198	+;+	3850	93	1	32	33	110
lncRNA_513	Porites_evermani_scaffold_121;Porites_evermani_scaffold_1214	89919;17842	91275;18168	+;+	1684	0	0	0	0	0
lncRNA_514	Porites_evermani_scaffold_121;Porites_evermani_scaffold_1214	158474;18875	158761;19233	+;+	647	517	159	273	234	652
lncRNA_515	Porites_evermani_scaffold_121;Porites_evermani_scaffold_1215	361874;111141	362445;114236	+;+	3668	0	43	20	0	112
lncRNA_516	Porites_evermani_scaffold_121;Porites_evermani_scaffold_1215	441193;17345	441418;17651	+;+	533	148	22	99	63	150
lncRNA_517	Porites_evermani_scaffold_1211;Porites_evermani_scaffold_1216	211;29218	591;31131	+;+	2295	0	0	0	0	4
lncRNA_518	Porites_evermani_scaffold_1211;Porites_evermani_scaffold_1216	38326;113781	38647;117991	+;+	4533	150	62	79	69	223
lncRNA_519	Porites_evermani_scaffold_1211;Porites_evermani_scaffold_1216	66711;142759	66943;142999	+;+	474	20	2	20	58	0
lncRNA_521	Porites_evermani_scaffold_121;Porites_evermani_scaffold_121	63271;68881	69479;69465	+;+	6209	434	2	76	128	340
lncRNA_522	Porites_evermani_scaffold_121	1333	1625	+	293	0	0	31	0	0
lncRNA_523	Porites_evermani_scaffold_121	44146	45916	+	1771	113	2	270	70	246
lncRNA_524	Porites_evermani_scaffold_1211	11	1619	+	1609	52	27	16	21	46
lncRNA_525	Porites_evermani_scaffold_1211	94116	96838	+	2723	1	0	88	2	0
lncRNA_526	Porites_evermani_scaffold_1212	116481	116715	+	235	0	0	1	5	0
lncRNA_527	Porites_evermani_scaffold_1215	129275	129528	+	254	28	8	0	5	17
lncRNA_528	Porites_evermani_scaffold_1216	141297	141568	+	272	6	0	32	10	11
lncRNA_529	Porites_evermani_scaffold_1219	41331	41533	+	203	0	0	23	0	0
lncRNA_531	Porites_evermani_scaffold_122	41161	41412	+	252	0	23	0	2	11
lncRNA_532	Porites_evermani_scaffold_122	324768	326188	+	1421	57	51	492	107	161
lncRNA_533	Porites_evermani_scaffold_122	335151	335612	+	462	9	0	45	31	0
lncRNA_534	Porites_evermani_scaffold_1221	86822	88795	+	1974	0	0	0	3	10
lncRNA_535	Porites_evermani_scaffold_1221	77413	77846	+	434	0	0	0	0	0
lncRNA_536	Porites_evermani_scaffold_1221	117583	117912	+	330	0	6	0	0	0
lncRNA_537	Porites_evermani_scaffold_1221	117697	119252	+	1556	37	19	194	46	20
lncRNA_538	Porites_evermani_scaffold_1222	31863	33816	+	1954	0	0	0	0	0
lncRNA_539	Porites_evermani_scaffold_1222	31863	33816	+	1954	0	0	0	0	0
lncRNA_541	Porites_evermani_scaffold_1222;Porites_evermani_scaffold_1223	32327;11216	33816;14135	+;+	4410	0	0	0	0	0
lncRNA_542	Porites_evermani_scaffold_1223	11912	14135	+	2224	0	0	0	0	0
lncRNA_543	Porites_evermani_scaffold_1223	17191	17517	+	327	0	0	41	12	0
lncRNA_544	Porites_evermani_scaffold_1224	11659	12755	+	1097	35	47	179	34	46
lncRNA_545	Porites_evermani_scaffold_1227	97543	98813	+	1271	652	1735	194	101	423
lncRNA_546	Porites_evermani_scaffold_1228	1	5383	+	5383	473	359	992	319	555
lncRNA_547	Porites_evermani_scaffold_1228	113766	117174	+	3409	0	0	0	0	0
lncRNA_548	Porites_evermani_scaffold_1228	113766	117174	+	3409	0	0	0	0	0
lncRNA_549	Porites_evermani_scaffold_1228	139979	141293	+	1315	0	0	36	0	4
lncRNA_551	Porites_evermani_scaffold_1229;Porites_evermani_scaffold_123	84511;183644	85191;188175	+;+	5213	448	77	480	294	410
lncRNA_552	Porites_evermani_scaffold_123	275214	281885	+	6672	0	0	0	0	0
lncRNA_553	Porites_evermani_scaffold_123	275213	281885	+	6673	0	0	0	0	0
lncRNA_555	Porites_evermani_scaffold_123	212198	214412	+	2215	95	13	57	39	43
lncRNA_556	Porites_evermani_scaffold_123	259256	262332	+	3077	579	75	6	0	229
lncRNA_557	Porites_evermani_scaffold_1231	38615	43742	+	5128	2	0	0	8	0
lncRNA_558	Porites_evermani_scaffold_1231	46621	57862	+	11242	0	0	0	40	0
lncRNA_559	Porites_evermani_scaffold_1231	11454	11654	+	201	64	20	0	55	31
lncRNA_561	Porites_evermani_scaffold_1232;Porites_evermani_scaffold_1233	29983;84554	31218;85333	+;+	2016	5	0	57	0	2
lncRNA_562	Porites_evermani_scaffold_1233	95191	97862	+	2672	8	5	21	0	0
lncRNA_563	Porites_evermani_scaffold_1233	96964	97862	+	899	0	0	0	0	0
lncRNA_564	Porites_evermani_scaffold_1234	11591	11793	+	203	0	0	46	0	0
lncRNA_565	Porites_evermani_scaffold_1234	13515	15118	+	1604	112	0	4	20	10
lncRNA_566	Porites_evermani_scaffold_1234	31394	31858	+	465	14	0	100	44	8
lncRNA_567	Porites_evermani_scaffold_1234	32467	32965	+	499	6	0	16	11	2
lncRNA_568	Porites_evermani_scaffold_1234	34539	34851	+	313	1	1	0	6	2
lncRNA_569	Porites_evermani_scaffold_1235	24588	24923	+	336	4	0	38	4	1
lncRNA_571	Porites_evermani_scaffold_1236;Porites_evermani_scaffold_1237	116916;78621	117733;78969	+;+	1167	132	45	62	125	282
lncRNA_573	Porites_evermani_scaffold_1238	45847	47193	+	1347	0	0	34	0	0
lncRNA_574	Porites_evermani_scaffold_1238	85138	85353	+	216	0	0	24	0	0
lncRNA_575	Porites_evermani_scaffold_124	431172	436619	+	5448	43	16	70	19	15
lncRNA_576	Porites_evermani_scaffold_124	385993	386459	+	467	4	1	85	0	0
lncRNA_577	Porites_evermani_scaffold_124	447158	447927	+	770	306	571	484	1182	273
lncRNA_578	Porites_evermani_scaffold_1241	139744	139987	+	244	2	0	32	0	1
lncRNA_579	Porites_evermani_scaffold_1241	142118	142967	+	850	57	12	88	18	33
lncRNA_581	Porites_evermani_scaffold_1242;Porites_evermani_scaffold_1242	44941;46463	46216;47117	+;+	1931	3174	1341	5397	2391	4499
lncRNA_582	Porites_evermani_scaffold_1242	122631	123179	+	549	30	2	72	30	26
lncRNA_583	Porites_evermani_scaffold_1244	3389	7522	+	4134	89	17	147	15	445
lncRNA_584	Porites_evermani_scaffold_1244	54371	61964	+	7594	4	0	125	2	15
lncRNA_585	Porites_evermani_scaffold_1244	121658	121893	+	236	1	6	31	6	6
lncRNA_586	Porites_evermani_scaffold_1244	54618	55363	+	746	0	0	0	0	0
lncRNA_587	Porites_evermani_scaffold_1245	11651	12375	+	725	2	0	0	1	6
lncRNA_588	Porites_evermani_scaffold_1245	12155	12375	+	221	0	0	0	0	0
lncRNA_589	Porites_evermani_scaffold_1245	73463	73995	+	533	0	0	1	0	30
lncRNA_591	Porites_evermani_scaffold_1246;Porites_evermani_scaffold_1247	44544;1	45499;3359	+;+	4315	1605	1125	4338	1596	1935
lncRNA_593	Porites_evermani_scaffold_1247	41744	42164	+	421	24	2	8	14	32
lncRNA_594	Porites_evermani_scaffold_1247	86111	86381	+	271	29	12	19	0	28
lncRNA_595	Porites_evermani_scaffold_1248	123847	126228	+	2382	71	847	476	602	1271
lncRNA_596	Porites_evermani_scaffold_1248	131438	134611	+	3174	10	57	234	5	2
lncRNA_597	Porites_evermani_scaffold_1248	73531	81538	+	8008	0	0	0	0	0
lncRNA_598	Porites_evermani_scaffold_1248	73531	81538	+	8008	0	0	0	0	0
lncRNA_599	Porites_evermani_scaffold_1249	81585	84793	+	3209	5	361	1	0	339
lncRNA_611	Porites_evermani_scaffold_1249;Porites_evermani_scaffold_1253;Porites_evermani_scaffold_1253	138829;33777;91147	142113;38287;116483	+;+;+	33133	18726	958	848	1445	13772
lncRNA_612	Porites_evermani_scaffold_1249;Porites_evermani_scaffold_1253	75174;41189	79374;41465	+;+	4478	28	935	146	10	1240
lncRNA_613	Porites_evermani_scaffold_125;Porites_evermani_scaffold_1253	133748;69132	134136;69289	+;+	547	0	30	99	9	13
lncRNA_614	Porites_evermani_scaffold_1251;Porites_evermani_scaffold_1253	24354;72126	24584;72375	+;+	481	0	0	76	9	2
lncRNA_615	Porites_evermani_scaffold_1251;Porites_evermani_scaffold_1253	136539;72637	136761;73124	+;+	711	17	8	104	38	41
lncRNA_616	Porites_evermani_scaffold_1252;Porites_evermani_scaffold_1254	33436;23139	37835;25641	+;+	6903	0	0	0	0	0
lncRNA_617	Porites_evermani_scaffold_1252;Porites_evermani_scaffold_1254	33436;23139	37835;25641	+;+	6903	0	0	0	0	0
lncRNA_618	Porites_evermani_scaffold_1253;Porites_evermani_scaffold_1254	9965;23139	16151;25641	+;+	8690	18	1	1	2	20
lncRNA_619	Porites_evermani_scaffold_1253;Porites_evermani_scaffold_1254	11711;53513	16151;54669	+;+	5598	206	19	105	107	135
lncRNA_621	Porites_evermani_scaffold_1255;Porites_evermani_scaffold_1255	91841;91841	117476;95917	+;+	25636	901	202	683	358	830
lncRNA_622	Porites_evermani_scaffold_1255	113891	114411	+	521	0	0	0	0	0
lncRNA_623	Porites_evermani_scaffold_1255	83984	85343	+	1360	90	32	70	16	124
lncRNA_624	Porites_evermani_scaffold_1255	86932	89339	+	2408	54	36	24	45	78
lncRNA_625	Porites_evermani_scaffold_1255	47224	48764	+	1541	0	12	236	51	6
lncRNA_626	Porites_evermani_scaffold_1256	511	11216	+	10706	167	101	211	160	321
lncRNA_627	Porites_evermani_scaffold_1256	64863	66352	+	1490	314	39	45	11	134
lncRNA_628	Porites_evermani_scaffold_1258	24927	37769	+	12843	0	0	0	0	0
lncRNA_629	Porites_evermani_scaffold_1258	24934	37769	+	12836	0	0	0	0	0
lncRNA_631	Porites_evermani_scaffold_1258;Porites_evermani_scaffold_1259	28148;86595	34136;92181	+;+	11576	36	5	66	5	16
lncRNA_632	Porites_evermani_scaffold_1259	92287	93122	+	836	18	16	58	4	37
lncRNA_633	Porites_evermani_scaffold_1259	116112	116246	+	135	0	0	0	0	0
lncRNA_634	Porites_evermani_scaffold_126	155417	157311	+	1895	7	2	199	252	0
lncRNA_635	Porites_evermani_scaffold_126	114135	114579	+	445	29	2	58	0	0
lncRNA_636	Porites_evermani_scaffold_126	115473	116333	+	861	106	0	97	0	3
lncRNA_637	Porites_evermani_scaffold_126	118535	118777	+	243	43	2	22	0	3
lncRNA_638	Porites_evermani_scaffold_126	427345	427621	+	277	25	0	0	10	2
lncRNA_639	Porites_evermani_scaffold_1261	131637	136182	+	4546	0	0	44	6	9
lncRNA_641	Porites_evermani_scaffold_1261;Porites_evermani_scaffold_1261	51241;119872	51736;121564	+;+	2189	291	52	361	199	328
lncRNA_642	Porites_evermani_scaffold_1261	121917	122221	+	305	14	6	85	32	18
lncRNA_643	Porites_evermani_scaffold_1264	127657	131751	+	4095	4037	635	3188	1763	7273
lncRNA_644	Porites_evermani_scaffold_1265	47321	52316	+	4996	0	34	176	86	65
lncRNA_645	Porites_evermani_scaffold_1265	139174	141721	+	2548	486	562	652	313	2193
lncRNA_646	Porites_evermani_scaffold_1269	17246	17512	+	267	33	0	1	0	4
lncRNA_647	Porites_evermani_scaffold_127	291113	291789	+	677	7	0	40	12	0
lncRNA_648	Porites_evermani_scaffold_127	314549	317192	+	2644	0	0	0	0	0
lncRNA_649	Porites_evermani_scaffold_127	312454	314824	+	2371	119	35	29	0	23
lncRNA_651	Porites_evermani_scaffold_127;Porites_evermani_scaffold_127	287561;357182	287854;357485	+;+	598	25	11	61	0	60
lncRNA_652	Porites_evermani_scaffold_127	358951	359247	+	297	5	17	34	4	2
lncRNA_653	Porites_evermani_scaffold_1271	9168	9287	+	120	44	15	53	12	19
lncRNA_654	Porites_evermani_scaffold_1271	5221	5454	+	234	0	0	0	0	0
lncRNA_655	Porites_evermani_scaffold_1271	5791	6438	+	648	0	0	1	0	0
